temp,humidity,windspeed,count
15.15,68.13,4.66,29
10.86,58.66,7.12,19
15.8,78.4,6.35,27
14.53,81.62,2.15,16
9.48,64.56,7.09,11
12.83,60.63,2.21,28
14.38,63.1,10.21,12
21.49,70.03,12.37,30
17.7,74.36,5.16,19
12.23,68.53,17.03,16
17.9,64.61,13.91,26
12.01,75.61,7.18,12
20.1,60.95,4.74,40
15.64,71.53,11.64,12
16.98,60.81,17.25,13
21.44,66.4,7.61,35
13.8,61.87,3.93,22
13.67,62.17,9.52,21
16.31,59.43,5.86,27
21.38,73.04,2.58,29
13.9,56.25,4.24,25
10.16,56.03,12.33,11
17.5,78.76,5.38,21
20.71,69.45,3.79,35
22.84,42.38,14.38,46
18.05,56.78,12.08,23
18.39,46.65,4.38,33
23.28,53.38,19.8,23
14.4,35.72,5.59,32
19.03,59.58,7.63,28
20.95,51.38,6.29,36
21.91,60.84,2.95,44
19.22,47.21,5.25,39
21.03,60.73,5.79,39
13.64,56.59,0.95,23
19.31,71.78,7.35,19
22.82,70.91,11.05,21
18.68,65.76,2.24,32
21.98,56.72,9.71,35
23.31,75.08,12.77,22
21.11,46.63,5.32,30
22.81,47.69,19.57,25
19.58,58.11,7.22,29
22.01,76.68,0.9,36
24.61,56.89,1.86,64
23.41,56.92,7.47,34
21.33,46.72,9.35,32
23.92,65.7,6.19,36
25.54,65.63,7.15,36
17.39,64.2,6.33,18
27.16,52.73,3.49,70
22.82,51.99,6.35,37
25.24,47.19,1.38,68
27.69,58.09,4.55,69
20.12,48.66,8.89,30
22.24,47.78,2.79,57
23.63,53.7,4.88,45
22.27,53.07,6.68,47
29.94,52.58,18.81,37
22.29,60.52,12.02,32
23.31,57.32,1.33,47
25.7,54.29,21.86,27
21.59,57.97,15.06,31
24.12,48.48,7.01,50
26.36,57.17,10.67,44
24.51,57.45,3.15,60
25.33,44.13,5.81,59
24.12,64.05,2.99,41
21.25,48.95,9.28,35
26.85,56.65,26.32,29
31.23,65.17,4.36,71
26.11,63.2,5.34,52
26.81,56.0,5.97,52
28.28,52.76,4.55,65
22.47,63.18,8.91,35
31.45,60.94,12.66,49
27.02,50.54,3.76,71
31.37,49.08,5.91,108
24.33,38.81,9.75,39
32.04,56.57,2.76,82
28.97,54.64,1.99,64
28.35,64.35,3.7,59
27.44,58.09,10.11,49
26.03,65.86,2.63,41
30.42,49.58,3.92,81
27.27,64.23,5.95,56
20.98,50.87,6.73,41
23.56,61.3,5.35,51
26.37,43.39,6.06,58
27.88,56.92,1.51,59
26.8,39.15,3.57,81
30.64,52.88,10.65,47
21.14,58.53,3.33,40
27.43,50.83,6.87,62
21.55,46.6,6.38,33
29.28,61.77,9.9,60
26.71,54.18,10.92,53
28.25,51.09,13.06,59
24.38,55.36,15.81,38
30.8,76.13,2.66,55
30.07,64.28,0.72,76
28.67,64.37,4.37,72
26.5,58.57,2.48,55
28.6,56.45,3.0,71
24.71,35.97,8.65,53
29.36,49.74,12.54,44
31.7,51.36,7.0,81
29.92,40.24,3.46,78
24.48,46.02,7.26,53
27.7,39.47,10.14,59
22.68,55.06,1.52,47
28.22,61.96,4.63,64
27.8,64.32,4.95,36
20.77,58.83,5.23,40
22.83,47.87,2.81,46
25.39,40.17,7.39,50
25.27,41.64,7.91,52
22.46,45.61,2.61,53
27.18,48.71,14.65,56
26.68,54.62,2.05,62
25.26,47.85,3.35,67
23.48,58.75,1.87,54
28.8,54.26,1.6,63
30.53,56.28,6.49,72
24.01,65.4,3.34,48
23.52,46.93,10.97,35
26.73,59.81,2.85,67
24.07,56.44,3.38,43
24.61,53.97,9.97,48
27.14,63.82,2.26,56
19.07,63.87,4.04,24
28.63,49.36,14.48,38
24.77,55.58,0.32,53
23.19,59.39,1.53,32
24.03,55.07,16.22,40
24.05,62.04,8.02,40
18.84,59.72,7.37,25
28.38,72.25,1.53,58
23.88,45.46,6.3,59
24.94,56.84,2.66,49
26.32,50.68,11.18,41
20.26,62.9,11.54,18
24.59,45.25,3.65,54
22.21,61.09,8.46,27
25.4,53.41,7.65,34
16.32,52.71,5.3,23
22.25,47.14,2.75,55
20.57,55.13,4.06,31
23.52,67.66,10.87,28
23.46,58.92,14.63,38
19.76,64.28,4.37,39
19.58,72.72,15.66,17
21.21,61.66,8.02,37
18.68,55.22,5.44,32
23.72,63.58,4.96,38
19.91,55.63,2.9,38
12.11,56.1,8.9,16
19.53,48.13,17.5,24
17.36,67.85,5.27,20
15.39,57.51,2.44,31
16.39,62.21,9.97,30
20.24,52.62,4.19,35
23.71,64.55,2.87,44
20.47,55.13,1.45,50
17.52,60.25,8.69,22
20.52,68.57,13.05,24
17.58,68.03,1.93,30
16.67,61.69,4.57,18
15.1,47.89,4.9,25
13.11,86.14,3.05,11
16.99,76.33,15.37,15
18.44,68.31,1.38,31
17.47,56.67,8.08,35
16.31,61.96,9.24,24
14.52,58.69,3.03,22
18.98,73.31,2.4,28
13.0,65.47,3.5,13
19.08,57.27,0.9,38
13.54,59.95,3.75,11
14.08,72.85,4.2,20
11.73,76.86,19.94,13
14.42,76.45,1.09,18
18.65,70.45,5.24,21
17.06,62.55,10.16,16
18.25,38.81,17.85,26
16.67,67.29,1.24,25
11.59,65.07,19.57,7
13.7,66.38,4.55,21
12.14,65.86,4.58,23
18.27,54.99,1.96,25
10.48,70.23,6.16,23
16.55,71.0,19.63,12
16.34,71.58,6.07,24
18.94,73.86,2.77,26
12.02,71.29,3.3,17
15.18,63.35,3.45,20
19.69,66.23,16.19,22
10.79,67.7,18.66,10
7.83,68.0,1.38,8
6.6,75.29,2.12,13
14.17,72.62,2.37,18
6.19,84.26,3.63,7
10.52,85.45,21.1,7
12.75,68.6,19.37,11
11.8,37.44,5.8,25
12.32,78.19,4.02,12
11.52,64.13,0.65,18
14.5,62.21,6.82,17
7.61,65.59,6.25,17
8.25,65.36,1.89,18
7.77,73.99,7.9,10
12.39,56.77,11.32,20
12.41,60.78,1.87,19
10.88,72.3,3.8,16
12.9,74.7,10.92,17
5.63,75.0,3.15,4
13.99,63.72,3.67,20
13.38,62.33,3.88,17
10.84,66.25,8.17,11
13.8,72.37,12.44,13
3.32,82.48,17.11,4
6.54,54.36,11.81,7
5.74,69.11,5.76,11
9.94,60.35,9.24,19
4.47,57.93,1.74,18
9.73,79.02,22.94,6
11.41,75.78,2.88,16
9.22,75.15,8.75,9
7.83,79.05,6.5,10
3.87,67.97,1.56,9
4.14,68.47,2.89,15
10.28,89.54,13.01,14
8.73,70.2,5.18,15
6.13,78.18,2.46,12
4.85,72.46,4.57,14
0.0,57.74,2.46,5
2.62,56.28,3.63,13
11.44,68.12,1.19,20
1.73,81.31,5.76,5
6.01,79.27,6.45,11
8.34,80.38,3.68,10
1.44,65.27,12.97,6
5.64,86.19,3.87,7
7.78,65.64,5.18,12
4.89,75.16,3.49,10
13.35,73.46,4.19,14
0.0,72.24,9.53,2
7.72,84.43,1.79,12
3.92,68.16,7.84,7
6.66,63.08,3.13,16
5.57,74.12,1.87,11
1.96,70.83,4.31,9
4.76,100.0,8.68,3
0.0,79.59,4.23,9
5.72,70.97,2.55,10
4.73,65.86,18.91,3
5.67,59.33,7.09,9
6.86,66.23,5.92,9
4.72,75.4,8.5,10
4.0,85.96,9.16,2
0.85,83.56,3.83,7
1.3,76.47,10.47,5
6.94,72.09,1.49,14
7.64,76.87,8.87,5
2.57,70.61,4.04,10
3.38,88.54,13.25,1
0.49,73.32,3.8,10
6.69,74.17,11.62,9
5.13,57.16,7.25,6
8.93,73.35,10.17,8
0.45,81.62,6.02,7
1.92,66.41,1.02,13
3.73,68.96,12.59,6
4.96,81.32,13.17,7
2.37,63.18,4.37,9
0.39,83.46,3.23,7
5.65,70.74,10.78,7
5.16,71.89,7.16,8
0.25,66.01,5.05,5
7.08,78.02,8.19,13
6.53,94.66,4.35,6
3.43,81.23,13.03,5
3.29,68.04,4.65,13
4.73,84.03,10.78,6
0.51,72.39,6.01,9
3.21,85.9,7.52,7
0.0,81.33,18.51,2
5.82,51.3,3.91,16
0.0,66.78,10.28,9
7.78,82.33,15.71,6
2.32,75.95,10.01,10
2.72,66.51,13.55,2
1.53,69.59,6.5,3
2.6,59.36,9.62,8
7.78,73.86,11.58,9
0.0,92.2,5.91,5
7.48,80.9,2.87,10
4.74,91.92,2.44,5
0.17,81.4,17.14,4
0.64,82.5,15.28,4
8.98,90.0,3.29,5
1.19,77.16,13.55,5
0.66,72.57,8.25,6
7.62,82.26,6.07,11
5.31,85.55,3.2,10
1.58,70.0,5.42,6
5.14,67.99,2.68,9
1.51,74.79,4.72,7
8.0,80.24,2.62,16
7.99,79.88,1.68,10
6.51,62.01,13.78,6
6.11,88.6,5.16,5
10.43,68.09,7.72,12
5.26,70.99,3.74,12
1.84,65.79,4.97,8
6.86,94.5,2.54,7
11.89,74.74,17.24,6
2.72,65.89,11.08,6
4.82,79.49,3.68,11
7.29,78.62,2.53,13
6.01,70.85,1.54,9
3.37,78.96,6.49,7
9.83,65.51,10.13,9
13.57,68.05,9.41,11
7.34,55.79,4.13,11
4.19,61.15,4.93,11
2.41,86.08,2.46,7
7.99,84.62,2.87,11
10.69,71.88,13.75,10
8.96,84.52,1.03,8
7.69,69.8,0.89,6
6.1,69.0,3.3,10
4.75,71.26,17.1,5
10.7,69.67,5.97,9
11.11,68.8,25.71,3
3.91,79.53,4.49,10
13.49,71.44,9.65,15
10.62,75.79,12.49,9
13.27,78.19,22.73,12
5.23,72.89,3.55,12
5.34,61.87,5.92,17
9.17,58.66,5.07,12
11.32,70.52,10.23,10
15.38,67.8,15.87,13
12.3,69.71,15.84,20
9.64,68.73,3.48,18
7.48,89.37,2.88,12
14.45,57.89,9.46,20
8.06,52.46,2.19,19
16.03,70.87,10.4,16
10.49,65.04,5.91,9
16.31,70.41,14.17,6
13.77,72.39,12.66,12
11.52,77.83,6.51,14
10.58,55.33,2.01,22
11.31,62.77,2.18,21
13.82,70.48,6.15,14
12.97,73.05,8.35,15
11.16,84.26,4.56,9
12.65,74.19,2.64,21
13.59,65.92,4.69,22
7.17,59.08,14.25,12
15.14,61.52,4.69,24
11.03,61.12,3.59,20
10.71,70.93,2.12,15
9.32,67.57,5.6,9
9.21,54.76,12.75,8
10.73,61.68,13.17,7
12.87,72.02,2.99,15
21.07,67.64,6.55,34
13.84,69.2,3.25,22
16.15,67.55,4.38,21
17.03,77.32,5.52,18
16.42,66.03,3.93,22
16.0,60.88,17.28,11
12.86,56.47,3.57,29
21.0,65.62,3.33,34
22.27,43.93,2.97,59
12.01,61.81,1.42,23
14.19,61.47,17.62,10
16.62,52.03,5.82,20
14.77,55.35,8.43,21
19.38,69.09,7.65,23
15.88,64.29,3.83,27
24.76,63.09,5.8,50
22.03,64.57,9.83,39
19.3,62.69,1.6,46
21.94,71.73,4.32,40
22.37,62.61,4.94,34
17.55,49.8,3.73,26
16.99,74.34,3.67,17
19.86,64.11,6.68,33
22.4,56.27,14.73,30
20.42,50.8,8.15,26
15.46,63.84,2.9,27
17.97,59.58,29.21,15
20.34,72.96,14.82,14
20.52,57.45,3.96,29
26.84,53.36,14.97,44
16.95,67.08,6.79,26
22.8,67.17,2.07,42
25.92,60.97,13.71,40
28.44,64.89,2.9,56
20.59,59.03,8.42,35
23.44,61.06,6.52,34
23.85,68.37,8.93,20
22.89,63.92,18.53,17
22.17,57.43,5.74,40
23.93,69.46,2.04,41
15.19,39.59,3.27,37
24.99,74.8,1.9,38
23.47,44.61,1.36,75
22.58,53.11,12.56,43
29.53,57.68,6.35,58
21.52,56.71,5.23,33
22.47,65.81,4.04,26
29.8,49.18,10.59,52
21.47,59.62,16.14,17
22.45,52.79,2.83,44
23.79,59.67,8.18,39
26.89,56.68,11.96,40
25.11,57.83,7.02,63
20.74,52.59,9.99,32
23.14,52.8,2.02,44
23.04,59.08,16.44,33
24.74,64.24,10.63,36
26.36,51.81,8.78,56
26.45,49.55,11.38,49
19.98,61.32,4.59,42
28.6,56.07,2.39,89
26.27,62.89,1.91,57
29.76,48.91,1.64,85
27.04,41.84,8.1,65
29.1,51.74,4.18,77
27.28,49.8,15.75,32
30.01,55.23,13.59,49
27.62,50.7,10.58,49
25.84,61.65,9.0,32
33.02,53.36,3.26,104
28.95,56.81,3.8,62
28.07,56.81,3.25,68
22.58,57.05,2.32,45
22.61,55.24,5.36,43
27.41,59.47,11.85,39
27.03,48.98,5.09,59
24.8,66.49,3.1,48
27.11,53.37,5.09,51
31.5,44.73,6.64,83
28.86,56.69,3.9,56
23.39,48.35,5.39,56
26.51,60.45,28.89,21
24.46,72.78,1.59,31
25.74,48.79,0.66,65
25.69,57.72,6.29,58
25.52,41.0,7.83,64
23.2,58.66,5.18,52
26.6,47.93,2.51,78
25.31,50.01,15.57,40
18.21,46.19,6.01,35
33.16,60.86,6.51,78
30.27,63.06,10.46,51
25.87,55.19,5.01,64
27.04,48.1,4.65,78
23.46,67.74,15.57,30
32.05,49.03,1.13,119
32.63,37.75,7.53,101
27.39,58.73,7.05,50
29.96,46.25,4.15,78
27.39,63.02,5.19,58
22.82,52.09,14.65,27
25.56,60.0,2.9,55
27.15,66.42,9.98,46
25.35,45.57,5.87,72
26.01,50.75,9.24,57
26.34,54.72,7.93,62
26.32,67.67,0.61,56
26.66,50.15,2.83,66
23.26,50.71,3.23,59
24.23,59.34,2.49,49
22.46,50.95,3.6,42
29.18,56.85,6.5,51
19.85,43.28,11.16,33
29.55,73.47,1.81,50
30.17,45.04,5.93,92
25.02,53.32,7.24,44
18.03,55.71,12.66,24
24.67,71.34,16.78,35
25.46,45.52,4.99,59
22.53,72.07,2.54,39
23.91,62.34,7.6,28
29.95,59.71,2.65,77
27.25,48.58,7.15,63
22.37,61.12,3.1,32
20.24,50.85,8.5,33
23.94,66.87,3.29,39
24.16,49.07,15.74,33
26.17,56.03,5.88,43
22.95,52.6,1.27,50
25.96,49.24,11.39,48
30.1,63.18,5.05,71
26.61,61.64,8.97,37
23.89,67.15,11.54,23
23.35,43.35,6.13,57
22.68,66.22,1.69,48
27.15,77.87,6.57,47
21.59,54.33,14.34,34
23.46,73.23,5.41,35
23.32,56.09,7.94,43
21.51,47.34,2.92,44
18.74,56.0,1.42,38
23.67,66.97,5.13,36
22.36,52.01,5.99,36
23.88,54.04,12.49,31
20.62,63.73,6.29,33
25.72,59.15,11.83,39
19.25,63.94,4.09,30
26.85,61.31,1.65,69
16.3,63.38,8.27,23
22.67,56.23,15.38,25
22.62,61.69,3.63,46
18.63,52.57,9.16,26
22.11,70.44,9.41,27
24.49,55.21,4.96,52
13.82,69.47,9.7,15
21.79,58.73,7.58,41
12.62,62.37,9.71,15
17.02,56.95,8.59,24
24.61,52.94,5.47,46
17.79,47.26,5.98,35
15.82,52.94,12.26,22
18.55,58.95,6.56,40
25.16,63.4,3.23,42
13.26,69.95,5.02,21
15.41,58.47,7.92,19
22.86,55.14,11.73,33
23.74,50.82,1.4,71
17.65,66.37,4.81,27
14.05,73.76,11.13,7
23.85,73.0,2.89,41
22.14,68.71,2.9,42
19.19,68.31,5.93,20
14.52,76.95,1.29,19
16.6,66.2,18.18,18
16.06,68.88,7.85,18
17.33,61.32,9.14,30
20.49,53.16,12.84,33
18.57,58.76,25.09,20
12.49,64.32,5.48,14
19.65,65.06,1.38,36
16.25,80.15,7.35,19
17.16,65.56,3.05,18
19.3,74.52,2.1,29
11.36,61.78,3.94,18
14.38,62.94,5.4,21
12.68,54.97,12.99,12
9.37,59.84,18.5,14
14.91,70.16,2.37,23
21.19,66.18,4.17,41
7.93,73.83,8.85,13
13.15,67.91,9.73,14
14.97,63.81,2.63,26
13.21,83.98,11.15,13
12.3,66.22,3.22,21
8.54,76.44,2.53,10
12.93,64.09,8.58,16
9.77,73.15,13.23,8
5.27,75.06,7.35,11
15.22,69.47,6.47,17
14.31,49.13,5.48,31
11.4,68.28,6.2,16
11.73,78.14,4.91,15
14.08,72.68,8.76,11
11.33,72.18,6.21,12
13.18,55.0,24.09,14
9.38,63.17,7.57,7
14.02,72.38,4.92,21
10.86,72.53,2.4,17
10.3,79.12,2.69,12
5.72,68.4,7.81,9
10.21,72.96,3.76,18
6.67,69.99,6.72,10
7.07,62.12,13.75,11
6.36,52.11,1.97,19
5.43,73.76,5.18,11
14.83,71.84,1.44,21
12.28,65.65,6.91,14
13.88,57.78,1.61,28
4.28,75.92,1.92,11
7.99,68.89,17.13,9
3.74,75.61,3.45,11
5.37,86.2,2.53,9
4.54,54.29,13.69,9
10.86,65.95,2.51,26
5.79,70.01,7.48,4
10.04,83.45,7.64,7
8.49,58.84,10.64,10
13.44,87.54,2.15,17
1.95,73.26,2.87,7
10.02,71.53,3.49,23
9.54,70.83,2.99,16
3.05,69.04,10.16,9
8.85,81.02,7.65,14
6.71,64.2,8.52,11
4.89,75.62,1.36,11
2.97,69.89,6.78,6
3.16,66.97,15.19,4
11.35,93.85,22.09,5
5.09,76.62,3.99,11
7.32,78.27,10.8,12
2.48,82.55,2.94,4
2.41,62.17,1.42,7
7.89,87.65,1.51,9
0.49,53.65,13.83,5
3.19,67.65,4.24,5
4.45,70.21,3.58,8
4.58,78.61,9.91,7
3.62,75.78,1.86,6
5.26,72.77,8.24,12
6.07,74.08,4.91,9
6.11,66.42,20.72,2
0.87,62.33,4.15,9
2.9,80.18,5.21,2
7.27,79.98,1.49,11
6.3,87.16,22.84,2
0.0,68.22,4.38,5
4.55,80.13,17.66,5
0.0,72.37,1.06,6
3.53,84.2,7.17,6
9.03,82.9,21.26,8
0.44,76.45,3.46,4
0.74,72.08,6.82,9
5.5,82.52,14.15,4
0.0,80.03,4.43,4
1.24,69.41,1.44,5
4.9,64.29,3.91,4
1.18,72.62,7.24,6
2.35,87.07,7.18,4
5.27,84.14,9.53,6
4.29,66.08,2.83,11
3.81,65.65,20.17,3
1.99,85.19,2.91,6
4.11,65.91,6.2,12
2.63,79.07,7.44,8
4.38,70.07,6.92,3
1.52,87.93,2.16,3
2.47,68.82,14.38,8
0.06,84.12,3.76,12
2.94,76.44,7.93,6
0.64,76.96,6.77,4
0.0,59.16,6.75,8
3.9,57.28,1.31,15
3.79,73.11,3.49,10
5.53,76.82,7.87,6
1.93,65.81,1.39,11
4.49,66.07,4.89,7
4.96,79.23,6.33,8
4.69,79.2,9.2,9
0.93,73.56,6.23,3
3.91,80.85,5.02,7
4.62,65.17,7.01,7
3.61,71.66,4.78,9
0.0,87.64,2.74,11
4.2,74.95,3.88,8
10.43,75.35,7.8,9
2.79,92.72,5.05,6
1.76,63.01,27.2,5
5.15,80.51,2.07,9
5.05,87.38,7.62,4
7.78,71.4,8.52,15
0.52,80.8,6.11,9
6.59,65.98,4.53,14
6.26,68.27,5.73,12
4.16,76.75,5.76,11
5.71,79.98,16.32,3
7.89,82.47,0.95,7
7.53,85.96,2.68,5
1.6,72.77,7.05,6
7.6,82.76,11.99,9
5.07,70.38,2.83,7
5.6,80.23,2.21,9
5.73,74.57,5.21,14
5.19,76.37,2.69,11
9.34,76.08,5.24,14
5.65,59.75,2.74,12
2.68,63.48,9.3,5
4.99,73.17,2.81,3
6.85,58.74,1.16,12
10.15,78.77,9.33,11
8.42,78.97,5.83,5
4.2,74.49,4.15,17
14.36,62.78,4.24,19
7.85,82.66,6.34,12
11.04,87.78,2.21,7
6.92,72.53,1.61,11
9.14,75.3,2.81,11
10.22,72.7,4.55,12
11.52,75.19,2.61,16
11.2,69.85,16.25,13
10.82,70.39,2.81,22
7.43,77.77,6.0,6
6.83,89.15,8.15,7
9.72,59.03,13.04,12
11.7,69.26,17.96,16
8.41,60.49,22.62,7
12.45,82.52,12.61,11
13.8,64.93,11.31,14
6.87,57.94,2.35,13
7.3,74.43,8.5,8
9.57,83.13,4.75,15
11.1,74.32,4.79,10
8.8,70.5,4.17,14
14.62,71.97,2.31,24
12.03,79.86,3.64,13
11.07,61.38,2.68,16
6.84,67.32,0.95,13
7.39,64.43,14.4,2
12.38,58.54,5.91,17
5.34,65.09,6.09,16
14.97,76.42,5.5,23
11.66,71.92,11.94,15
22.07,72.37,6.52,31
19.46,68.22,14.71,21
12.2,71.07,9.11,15
12.63,60.31,3.13,23
16.14,64.07,13.25,12
18.46,67.91,7.4,23
8.64,68.42,5.41,8
8.4,68.59,11.01,9
12.1,64.75,5.96,18
15.92,62.67,9.67,19
15.87,90.78,1.98,18
17.8,72.6,6.06,18
11.19,68.48,3.31,10
8.05,63.13,22.1,8
17.78,61.22,14.04,24
12.93,63.61,6.81,19
9.56,66.83,13.18,12
16.26,49.27,3.36,30
18.41,51.59,4.02,27
15.87,58.87,0.75,31
15.07,65.46,9.33,29
16.17,61.71,0.65,35
15.74,75.28,3.69,17
13.01,51.43,1.92,35
15.11,57.11,11.74,14
19.03,75.11,20.7,13
18.63,63.83,10.39,18
18.37,69.69,9.15,25
15.08,78.86,6.87,14
17.72,56.73,6.43,24
11.93,61.32,2.87,25
19.19,59.77,1.34,34
23.14,46.15,6.33,55
14.63,59.14,7.47,23
17.49,68.51,7.44,24
20.42,65.63,8.23,41
23.39,66.1,9.82,23
18.47,57.98,6.13,32
17.93,55.58,2.62,31
14.29,70.83,8.03,18
20.69,56.54,9.4,27
26.69,62.72,4.61,53
21.58,61.52,9.42,37
20.86,71.76,6.38,17
22.07,67.68,2.28,40
21.25,49.4,25.37,19
19.02,50.12,4.43,34
24.1,64.11,2.45,53
22.48,58.82,3.28,31
22.02,55.55,0.45,43
19.21,67.18,4.72,22
26.21,60.41,14.53,29
24.46,59.2,6.79,50
20.97,64.88,3.01,27
25.79,55.51,5.64,58
21.45,70.93,5.68,39
20.75,51.95,4.52,32
20.97,63.38,11.24,23
18.08,69.48,7.54,23
24.95,46.87,2.55,62
18.19,55.02,11.03,23
20.14,66.78,13.61,19
17.74,66.79,7.71,23
23.84,56.04,4.9,49
23.78,51.43,3.79,39
23.38,64.84,16.75,22
21.36,66.56,7.28,27
21.1,47.67,6.27,52
26.13,47.25,2.07,59
23.21,58.59,2.79,47
25.92,61.72,1.55,55
22.43,54.2,4.84,49
25.74,61.94,3.72,48
29.22,50.73,6.5,60
27.17,39.41,12.46,48
24.27,52.85,9.46,37
26.38,56.67,10.79,35
24.98,53.87,12.24,44
25.82,46.73,2.99,72
24.91,41.4,4.24,57
25.48,51.75,3.77,64
26.69,62.97,9.8,41
23.15,65.77,2.0,35
23.16,65.16,14.99,26
22.11,49.07,4.11,58
21.55,46.31,2.14,45
22.76,59.46,4.25,51
26.95,60.52,4.48,60
23.86,58.59,5.01,44
28.13,39.23,5.19,80
26.74,48.36,12.17,54
20.78,55.02,7.37,30
28.7,59.12,2.12,78
29.21,61.33,4.41,63
23.83,56.31,3.68,45
28.11,57.77,6.08,52
24.31,55.78,5.44,47
27.2,60.56,18.12,35
23.14,57.56,10.76,37
21.57,55.57,8.83,29
25.82,52.88,0.67,64
26.61,55.67,10.46,51
25.8,58.88,1.01,59
23.45,57.14,3.97,46
25.8,58.05,4.39,64
27.81,65.74,11.85,46
26.86,57.13,2.47,47
27.53,49.82,5.02,62
24.96,62.09,1.69,58
30.48,44.1,8.35,79
23.41,46.4,4.0,55
28.38,57.75,6.57,51
30.44,59.22,0.24,92
28.31,45.15,2.21,91
26.22,52.08,6.71,57
25.21,50.32,9.21,46
29.86,51.31,15.12,39
22.44,62.79,13.67,32
23.76,60.93,3.54,43
25.42,55.17,6.48,60
30.27,51.0,9.93,67
27.64,44.62,7.27,64
23.54,66.82,4.43,32
25.45,60.25,6.7,45
24.47,49.92,14.39,37
24.11,61.39,5.63,53
29.11,55.13,8.47,54
21.98,53.46,7.02,50
30.84,59.31,3.37,75
28.41,49.96,11.81,53
29.11,53.22,5.76,66
24.36,57.01,4.39,53
25.21,52.12,6.97,40
21.26,61.55,12.74,14
23.89,71.24,6.65,37
26.84,50.33,6.56,49
29.14,43.14,8.28,70
21.82,40.53,9.7,36
23.93,55.44,4.77,48
24.46,51.43,5.25,63
20.61,58.5,4.5,31
26.45,58.0,8.23,48
22.38,44.21,5.75,55
23.84,42.62,5.98,61
22.94,59.62,6.13,43
21.8,58.44,1.93,42
24.01,54.07,9.14,45
23.25,44.33,4.65,48
22.64,61.48,5.81,45
21.43,68.0,4.03,33
24.43,60.17,2.46,37
28.28,51.29,6.61,68
23.59,58.55,7.89,35
26.01,47.39,25.1,32
18.69,66.91,3.76,28
23.18,59.23,10.18,31
19.25,44.57,4.58,33
17.95,56.44,10.79,22
20.0,62.69,8.78,24
25.63,56.46,3.8,57
24.74,57.06,2.28,60
22.44,49.61,1.67,47
16.94,64.08,11.52,25
20.78,54.5,2.85,53
22.1,42.59,11.35,40
21.54,57.02,6.03,39
15.3,67.99,4.83,19
17.98,57.19,9.69,18
20.28,74.34,4.6,28
21.9,64.03,9.07,33
13.51,63.46,3.81,23
19.43,59.88,14.25,19
20.15,60.52,3.35,39
22.08,59.12,9.16,39
21.42,58.96,12.56,29
20.9,65.79,0.14,40
16.55,54.22,8.55,19
13.03,53.26,3.4,21
17.38,53.05,9.65,23
21.37,78.56,7.04,27
22.34,66.61,8.36,31
20.1,64.97,5.7,30
19.05,54.24,13.12,22
18.7,67.85,1.74,32
15.69,62.1,12.19,14
16.77,64.92,3.86,23
21.96,55.56,0.95,49
13.92,64.82,6.2,17
21.39,60.32,3.5,41
15.37,57.76,8.14,24
20.11,69.93,8.7,27
11.71,51.92,5.31,14
17.48,68.92,8.4,14
13.31,70.05,7.34,17
11.06,57.7,6.12,30
15.76,58.35,5.18,33
17.93,63.3,4.06,33
12.16,67.51,18.23,4
9.99,64.21,5.91,21
14.0,69.07,7.59,21
13.81,79.88,9.35,11
15.51,61.88,4.86,22
16.51,52.4,7.97,23
13.28,72.89,17.16,13
18.82,79.92,3.34,25
13.72,69.77,17.16,13
11.8,58.1,9.81,17
7.81,65.98,3.82,15
11.65,58.19,3.18,15
11.23,72.45,17.09,7
14.92,56.66,11.63,17
13.22,65.24,5.44,16
8.1,59.77,4.2,14
11.96,68.98,3.83,17
13.26,65.2,5.24,21
15.63,69.71,5.62,17
13.52,68.63,6.78,10
12.94,60.72,2.79,22
10.65,73.79,3.7,12
11.44,68.55,5.04,20
13.84,61.19,21.37,15
5.9,87.18,7.31,4
8.67,73.22,1.96,22
7.21,68.33,2.91,8
10.48,81.03,16.96,12
12.86,84.6,13.19,9
7.19,68.85,4.56,15
1.64,72.94,8.52,8
7.39,62.4,7.86,23
11.2,69.27,6.05,13
9.9,69.0,3.21,13
9.4,72.22,1.27,18
7.11,73.54,10.82,10
3.94,75.49,7.98,2
9.16,73.05,3.25,13
4.95,61.6,12.81,9
13.85,63.91,16.53,19
8.85,67.18,7.14,14
5.24,69.42,5.89,10
5.0,80.21,1.64,14
6.4,62.63,5.29,15
5.81,69.2,2.58,12
9.74,79.8,5.51,14
6.8,69.9,11.92,8
3.91,76.1,9.31,5
11.64,71.41,13.05,11
5.98,74.69,4.97,7
8.01,70.92,2.08,16
3.75,78.19,4.81,9
6.54,60.6,7.16,15
6.26,70.16,13.43,8
0.0,75.54,10.55,7
11.13,77.53,1.41,12
8.84,85.3,7.0,6
3.67,70.32,11.84,8
1.44,85.38,14.05,3
5.68,68.36,12.45,11
4.8,84.35,3.55,8
5.51,80.34,3.69,5
4.92,66.57,18.23,9
5.77,76.41,4.32,5
8.5,73.62,16.38,7
5.78,79.11,2.93,8
0.84,72.39,5.51,7
8.0,71.78,0.88,14
8.75,85.26,5.23,13
13.21,73.58,3.16,16
0.32,81.04,9.35,4
4.35,72.68,9.3,7
0.0,87.87,8.18,1
5.15,69.16,3.28,6
1.79,69.72,13.09,7
9.16,86.88,6.23,10
1.01,71.16,9.88,6
0.0,87.57,12.5,1
1.83,81.93,6.75,10
0.0,73.59,1.9,5
5.42,60.35,7.31,10
0.0,74.73,5.27,4
